62.0,45.98438667414645,Aix-la-Chapelle
50.44702072287014,44.10040495837866,Liege
49.55967789421602,44.52367048386648,Ans
41.78721284201206,46.23182825653952,Landen
35.18559273074731,48.39313042826083,Louvain
29.13053276468882,47.88095737382468,Brussels
22.272708082779694,41.00494879692874,Mons
14.663646375233858,39.318875560011286,Valenciennes
9.773541330474618,36.13213711368505,Cambrai
10.654822282153711,30.46480292303275,Saint-Quentin
4.508804650633973,31.957791838060647,Peronne
2.1708834786438245,29.973811719350678,Chaulnes
2.0,27.873593547329314,Roye
9.474752594872934,26.44629232551065,Chauny
15.113305021428044,34.9239973947118,Le Cateau
22.459164613637157,37.98420370684072,Maubeuge
3.729591333668866,15.0,Meaux
2.19632324003185,18.166249875686045,Nanteuil-le-Haudouin
4.857275779990504,18.493255554289927,Betz
7.831240955790571,18.84879192971819,La Ferte-Milon
10.217106852908094,18.72738079697352,Neuilly-Saint-Front
11.062367201149367,19.950605771073356,Saint-Remy-Blanzy
3.7572499493125595,19.859797395823104,Crepy-en-Valois
7.242254615499355,20.18799456722484,Villers-Cotterets
8.349416865488909,21.644997597468752,Coeuvres-et-Valsery
11.280105239183248,22.298454742151264,Soissons
9.657459511107053,23.719766996169838,Vezaponin
8.291940133931814,24.727890813999466,Blerancourt
7.421925385447689,24.989601763151814,Cuts
6.569165807959731,27.17279751803278,Guiscard
9.695719467722729,28.31880820582297,Jussy
4.6627124434443585,27.95270000027742,Ercheu
6.923816857713517,28.752895535736236,Ham
5.271606839627536,30.530030252385625,Athies
8.266612875898819,31.003185089309827,Vermand
7.363268219656477,32.192644436543645,Roisel
9.75415096226208,32.4643699814182,Bellicourt
12.866834519787055,32.19505911892349,Fresnoy-le-Grand
13.559280712815514,32.8937720289855,Bohain-en-Vermandois
14.330581784172969,36.297330222784666,Solesmes
12.563046298020256,38.81739932284687,Denain
19.452425028540127,38.299466443726196,Bavay
6.131311504094854,24.68178617753129,Carlepont
5.286849684893609,21.789687587664247,Pierrefonds
5.678300771866227,25.831598557925936,Noyon
